2025-06-21 17:29:48;on
2025-06-21 17:29:49;on
2025-06-21 18:42:35;on
2025-06-21 18:53:06;off
2025-06-21 18:55:27;on
2025-06-21 18:57:59;off
2025-06-21 18:59:08;off
2025-06-26 17:41:48;on
2025-06-26 17:41:54;off
2025-06-26 23:30:12;on
2025-06-27 14:48:03;off
2025-06-27 14:48:24;off
2025-06-27 14:48:33;off
2025-06-27 15:57:18;on
2025-06-27 15:58:03;off
