2025-06-27 17:00:06;inativo
2025-06-27 17:00:11;inativo
2025-06-27 17:00:17;inativo
2025-06-27 17:00:22;inativo
2025-06-27 17:00:27;inativo
2025-06-27 17:00:32;inativo
2025-06-27 17:00:37;inativo
2025-06-27 17:00:42;inativo
2025-06-27 17:00:47;inativo
2025-06-27 17:00:52;inativo
2025-06-27 17:00:58;inativo
2025-06-27 17:01:03;inativo
2025-06-27 17:01:08;inativo
2025-06-27 17:01:13;inativo
2025-06-27 17:01:18;inativo
2025-06-27 17:01:23;inativo
2025-06-27 17:01:29;inativo
2025-06-27 17:01:34;inativo
2025-06-27 17:01:39;inativo
2025-06-27 17:01:44;inativo
2025-06-27 17:01:49;inativo
2025-06-27 17:01:54;inativo
2025-06-27 17:01:59;inativo
2025-06-27 17:02:04;inativo
2025-06-27 17:02:10;inativo
2025-06-27 17:02:15;inativo
2025-06-27 17:02:20;inativo
2025-06-27 17:02:25;inativo
2025-06-27 17:02:30;inativo
2025-06-27 17:02:35;inativo
2025-06-27 17:02:40;inativo
2025-06-27 17:02:46;inativo
2025-06-27 17:02:51;inativo
2025-06-27 17:02:56;inativo
2025-06-27 17:03:01;inativo
2025-06-27 17:03:06;inativo
2025-06-27 17:03:11;inativo
2025-06-27 17:03:16;inativo
2025-06-27 17:03:21;inativo
2025-06-27 17:03:26;inativo
2025-06-27 17:03:32;inativo
2025-06-27 17:03:37;inativo
2025-06-27 17:03:42;inativo
2025-06-27 17:03:47;inativo
2025-06-27 17:03:52;inativo
2025-06-27 17:03:57;inativo
2025-06-27 17:04:02;inativo
2025-06-27 17:04:07;inativo
2025-06-27 17:04:13;inativo
2025-06-27 17:04:18;inativo
2025-06-27 17:04:23;inativo
2025-06-27 17:04:28;inativo
2025-06-27 17:04:33;inativo
2025-06-27 17:04:38;inativo
2025-06-27 17:04:43;inativo
