2025/03/30 20:45;70
2025/03/30 20:45;70
2025/03/30 20:45;50
2025/03/30 20:45;25
2025/03/30 20:45;25
2025/03/30 20:45;50

2025/03/30 20:45;10
2025/03/30 20:45;40
2025/03/30 20:45;15
2025/03/30 20:00;20
2025/03/30 20:00;60
2025/03/30 20:00;60
2025-06-15 16:35:03;30
2025-06-15 16:36:35;50
2025-06-17 15:54:37;29.80
2025-06-17 15:54:43;27.60
2025-06-17 15:54:48;28.00
2025-06-17 15:54:53;28.50
2025-06-17 15:54:58;28.50
2025-06-17 15:55:03;28.90
2025-06-17 15:55:08;29.00
2025-06-17 15:55:13;29.30
2025-06-17 15:55:18;29.30
2025-06-17 15:55:23;29.30
2025-06-17 15:55:28;29.30
2025-06-17 15:55:34;29.30
2025-06-17 15:55:39;29.30
2025-06-17 15:55:44;29.30
2025-06-17 15:55:49;29.30
2025-06-17 15:55:54;29.30
2025-06-17 15:55:59;29.30
2025-06-17 15:56:04;29.30
2025-06-17 15:56:09;29.30
2025-06-17 15:56:14;29.30
2025-06-17 15:56:19;29.30
2025-06-17 15:56:24;29.40
2025-06-17 15:56:30;29.30
2025-06-17 15:56:35;29.30
2025-06-17 15:56:40;29.30
2025-06-17 15:56:45;29.30
2025-06-17 15:56:50;29.30
2025-06-17 15:56:55;29.30
2025-06-17 15:57:00;29.30
2025-06-17 15:57:05;29.30
2025-06-17 15:57:10;29.30
2025-06-17 15:57:15;29.30
2025-06-17 15:57:21;29.30
2025-06-17 15:57:26;29.00
2025-06-17 15:57:31;29.00
2025-06-17 15:57:36;29.00
2025-06-17 15:57:41;28.90
2025-06-17 15:57:46;28.90
2025-06-17 15:57:51;28.90
2025-06-17 15:57:56;28.90
2025-06-17 15:58:01;28.90
2025-06-17 15:58:06;28.90
2025-06-17 15:58:11;28.90
2025-06-17 15:58:17;28.90
2025-06-17 15:58:22;28.90
2025-06-17 15:58:27;28.90
2025-06-17 15:58:32;28.90
2025-06-17 15:58:37;28.90
2025-06-17 15:58:42;28.90
2025-06-17 15:58:47;28.90
2025-06-17 15:58:52;28.90
